Average mark awarded for your highest qualification,Hours willing to work per day,Hackathons Attended,Public speaking points,Can you work for a long time before a system?,Are you a self learner?,Attended Extra-courses,Certifications Awarded,Workshops Attended,Reading and writing skills,How do you rate your memory?,Interested subjects,Interested in games,Interested book genre,Management or Technical,Team worker or not?,Are you an introvert?,Suggested Job Role
74.66666667,8,0,2,yes,yes,no,app development,cloud computing,medium,excellent,IOT,no,Health,Technical,no,no,Portal Administrator
77.66666667,10,3,7,yes,yes,yes,machine learning,web technologies,medium,excellent,Management,yes,Encyclopedias,Management,no,no,Technical Engineer
83.77777778,10,3,4,yes,no,yes,r programming,game development,excellent,excellent,parallel computing,no,Anthology,Technical,yes,no,Technical Engineer
71.88888889,10,0,7,yes,no,yes,information security,hacking,poor,medium,networks,yes,Health,Management,no,no,Quality Assurance Associate
82,5,5,7,no,no,no,full stack,data science,medium,excellent,networks,no,Childrens,Management,no,no,Database Administrator
76.44444444,6,5,8,yes,yes,yes,hadoop,system designing,medium,excellent,hacking,yes,Diaries,Technical,no,yes,Systems Analyst
80.33333333,5,2,8,yes,no,no,hadoop,hacking,poor,poor,programming,no,Prayer books,Technical,yes,no,Web Developer
75.66666667,10,6,8,yes,no,no,shell programming,testing,medium,poor,cloud computing,yes,Guide,Management,yes,no,Database Manager
72.11111111,8,5,7,no,no,yes,python,hacking,excellent,excellent,programming,no,Prayer books,Technical,no,no,UX Designer
74,11,2,5,no,yes,no,machine learning,cloud computing,excellent,poor,IOT,yes,Health,Management,yes,no,Information Technology Auditor
77.33333333,10,0,4,no,yes,yes,r programming,testing,medium,excellent,parallel computing,yes,Encyclopedias,Technical,no,yes,Business Intelligence Analyst
76.22222222,12,5,2,no,yes,no,distro making,system designing,excellent,poor,networks,no,Travel,Technical,no,yes,Information Technology Manager
78.44444444,4,5,5,no,yes,no,r programming,game development,medium,poor,hacking,no,Comics,Management,yes,yes,Web Developer
81.88888889,5,3,6,no,no,yes,machine learning,hacking,excellent,poor,IOT,no,Self help,Technical,yes,no,Software Quality Assurance (QA) / Testing
72.88888889,12,6,6,no,no,no,distro making,cloud computing,medium,medium,programming,no,Comics,Management,no,yes,Portal Administrator
82.55555556,4,2,4,yes,no,no,python,database security,poor,excellent,parallel computing,yes,Journals,Technical,yes,yes,Technical Services/Help Desk/Tech Support
74.33333333,4,0,6,yes,no,no,r programming,web technologies,medium,excellent,networks,no,Prayer books,Management,no,no,Technical Engineer
78.33333333,9,1,2,yes,yes,yes,shell programming,web technologies,medium,excellent,cloud computing,yes,Satire,Management,no,yes,Network Engineer
80.55555556,10,5,1,no,yes,no,r programming,cloud computing,excellent,excellent,parallel computing,yes,Series,Technical,yes,no,Data Architect
73.66666667,12,1,9,no,no,yes,hadoop,testing,poor,medium,networks,yes,Horror,Management,no,no,Information Security Analyst
81.11111111,11,5,3,yes,no,no,r programming,data science,excellent,poor,data engineering,yes,Encyclopedias,Management,no,no,Software Developer
76,5,4,1,yes,yes,yes,r programming,game development,medium,medium,data engineering,yes,Science fiction,Management,no,no,Programmer Analyst
78.22222222,10,6,3,no,yes,no,app development,database security,poor,poor,hacking,yes,Health,Technical,yes,no,Network Security Administrator
78.22222222,6,2,8,yes,no,no,full stack,hacking,medium,medium,programming,yes,Journals,Technical,yes,yes,UX Designer
80.33333333,6,0,6,yes,no,no,machine learning,game development,excellent,poor,Computer Architecture,no,Science,Technical,no,yes,Software Systems Engineer
71.88888889,10,0,4,no,yes,yes,machine learning,web technologies,poor,medium,Computer Architecture,no,Drama,Management,yes,no,Network Security Administrator
79.22222222,5,6,2,yes,no,yes,r programming,hacking,medium,excellent,Software Engineering,yes,Autobiographies,Management,yes,no,Software Quality Assurance (QA) / Testing
73,9,1,9,no,yes,no,app development,web technologies,poor,medium,Computer Architecture,no,Cookbooks,Management,no,no,Software Developer
74.77777778,6,3,7,no,no,no,r programming,web technologies,excellent,poor,networks,no,Drama,Technical,yes,no,Applications Developer
74.66666667,4,1,1,no,no,yes,distro making,game development,excellent,poor,parallel computing,no,Guide,Management,no,yes,Technical Services/Help Desk/Tech Support
79.66666667,11,4,2,no,yes,no,python,database security,medium,excellent,hacking,yes,Travel,Technical,yes,yes,Network Engineer
77.22222222,7,4,8,no,yes,no,machine learning,database security,excellent,poor,cloud computing,no,History,Technical,no,yes,Network Security Administrator
76.44444444,11,5,8,yes,no,yes,distro making,testing,poor,poor,programming,no,Series,Technical,no,yes,Data Architect
83.44444444,10,6,8,yes,no,yes,python,data science,medium,poor,cloud computing,yes,Religion-Spirituality,Technical,no,no,Network Engineer
78.88888889,10,6,7,no,yes,no,full stack,hacking,poor,medium,parallel computing,no,Anthology,Technical,no,yes,Information Technology Manager
78.66666667,7,0,2,no,no,yes,python,game development,medium,excellent,Management,no,Journals,Management,no,no,Applications Developer
84.33333333,7,0,4,yes,yes,yes,app development,database security,medium,excellent,IOT,yes,Science,Technical,yes,yes,Solutions Architect
74.88888889,6,4,7,no,yes,no,hadoop,hacking,medium,excellent,Computer Architecture,no,Poetry,Technical,yes,no,Network Security Engineer
78.77777778,5,0,9,yes,no,no,shell programming,hacking,poor,excellent,parallel computing,no,Math,Technical,yes,no,Technical Support
75.55555556,5,1,1,yes,no,no,r programming,hacking,excellent,poor,IOT,yes,Encyclopedias,Technical,yes,no,Software Systems Engineer
81,10,2,6,yes,yes,no,app development,data science,medium,poor,networks,no,Poetry,Management,yes,yes,Network Security Administrator
72.11111111,5,6,4,no,no,yes,shell programming,cloud computing,poor,poor,Management,yes,Health,Management,yes,yes,Technical Services/Help Desk/Tech Support
78,11,4,4,yes,yes,no,python,testing,excellent,medium,networks,no,Biographies,Technical,yes,yes,Software Engineer
70.44444444,9,3,5,yes,no,no,hadoop,game development,medium,poor,data engineering,no,Comics,Management,no,yes,Systems Analyst
76.22222222,5,3,8,no,no,no,r programming,hacking,poor,poor,Management,no,Childrens,Management,no,no,Web Developer
73.55555556,5,1,3,no,yes,no,python,testing,medium,medium,IOT,no,Autobiographies,Technical,no,yes,Information Technology Auditor
78.44444444,10,4,9,yes,no,no,full stack,web technologies,poor,medium,Software Engineering,yes,Comics,Technical,yes,yes,Systems Analyst
76.33333333,5,6,2,yes,no,yes,full stack,cloud computing,excellent,poor,Management,no,Mystery,Management,yes,no,Portal Administrator
71.77777778,8,5,1,no,no,no,full stack,database security,medium,medium,programming,no,Anthology,Technical,no,yes,Business Intelligence Analyst
70.55555556,7,6,9,yes,no,yes,full stack,cloud computing,poor,medium,data engineering,yes,Self help,Technical,no,no,Systems Analyst
79.77777778,6,6,4,yes,yes,no,python,testing,medium,medium,Computer Architecture,yes,Romance,Technical,yes,yes,CRM Technical Developer
76.77777778,12,1,9,yes,yes,yes,python,game development,excellent,poor,Software Engineering,no,Autobiographies,Technical,no,no,Database Administrator
79.33333333,8,5,1,yes,yes,no,python,game development,excellent,medium,Software Engineering,no,Guide,Management,yes,yes,Data Architect
77,6,0,6,yes,yes,no,r programming,game development,poor,excellent,networks,yes,Religion-Spirituality,Management,no,yes,Portal Administrator
75.55555556,6,2,7,yes,yes,yes,app development,data science,excellent,medium,data engineering,yes,History,Technical,yes,yes,Applications Developer
77.66666667,11,6,9,no,yes,yes,python,cloud computing,poor,medium,Software Engineering,no,Guide,Management,yes,no,Systems Security Administrator
78.88888889,5,5,9,yes,no,yes,hadoop,cloud computing,excellent,poor,programming,no,Comics,Management,no,no,Business Intelligence Analyst
73.88888889,9,2,3,no,no,yes,python,cloud computing,medium,poor,hacking,yes,Journals,Management,yes,yes,Programmer Analyst
83.44444444,10,0,6,no,no,no,information security,system designing,medium,medium,cloud computing,yes,Satire,Technical,no,yes,Network Engineer
80.33333333,4,1,7,yes,yes,no,r programming,testing,poor,excellent,IOT,no,Self help,Management,yes,no,Mobile Applications Developer
75.88888889,7,4,3,no,yes,no,app development,game development,excellent,medium,hacking,no,Fantasy,Management,no,no,Software Systems Engineer
77.33333333,4,0,2,no,yes,no,shell programming,testing,poor,poor,Software Engineering,yes,Romance,Technical,yes,no,Software Developer
76.44444444,5,6,8,yes,no,no,r programming,data science,medium,poor,parallel computing,yes,Horror,Technical,yes,yes,Network Engineer
71.77777778,9,1,8,no,yes,no,shell programming,hacking,medium,excellent,Computer Architecture,no,Anthology,Management,no,yes,Software Developer
79.55555556,10,2,6,yes,no,no,shell programming,testing,medium,excellent,data engineering,no,Diaries,Technical,yes,no,Mobile Applications Developer
77.88888889,6,0,4,yes,no,no,machine learning,web technologies,poor,excellent,hacking,no,Science fiction,Technical,no,no,Technical Engineer
81.11111111,10,5,4,no,yes,no,shell programming,hacking,medium,medium,hacking,no,Horror,Technical,yes,no,Business Systems Analyst
74.11111111,4,2,5,no,yes,no,python,testing,poor,excellent,cloud computing,yes,Biographies,Management,no,no,Information Security Analyst
76.77777778,5,2,8,yes,no,no,r programming,hacking,medium,medium,cloud computing,no,Action and Adventure,Technical,no,no,Software Quality Assurance (QA) / Testing
79.55555556,12,6,2,yes,yes,no,distro making,testing,poor,excellent,Management,yes,Drama,Management,no,no,Systems Analyst
78,11,4,9,yes,no,yes,shell programming,system designing,poor,medium,Computer Architecture,yes,Autobiographies,Management,yes,yes,Applications Developer
70.44444444,7,2,4,no,yes,no,app development,database security,medium,medium,cloud computing,yes,Biographies,Technical,no,yes,CRM Business Analyst
79.55555556,10,2,9,no,no,yes,app development,testing,poor,poor,data engineering,yes,Prayer books,Technical,yes,yes,Business Systems Analyst
71.11111111,5,6,3,no,yes,yes,r programming,cloud computing,excellent,medium,programming,no,Self help,Technical,yes,yes,Network Engineer
76.88888889,10,0,2,yes,yes,yes,shell programming,testing,poor,poor,hacking,yes,Autobiographies,Technical,no,no,Applications Developer
78.44444444,12,0,7,yes,no,no,machine learning,hacking,poor,poor,programming,yes,Prayer books,Management,no,yes,Database Manager
82.11111111,10,4,3,no,no,no,shell programming,database security,medium,excellent,Computer Architecture,yes,Comics,Technical,yes,yes,Technical Engineer
75.66666667,4,4,9,yes,yes,no,machine learning,system designing,excellent,poor,hacking,yes,Guide,Technical,no,no,Network Engineer
75,12,6,5,yes,no,yes,app development,testing,excellent,medium,data engineering,yes,Biographies,Technical,yes,no,Solutions Architect
71.22222222,7,4,3,no,yes,no,hadoop,web technologies,poor,medium,data engineering,yes,Comics,Management,yes,no,Software Systems Engineer
72.44444444,5,0,1,no,yes,yes,python,web technologies,poor,medium,networks,no,Action and Adventure,Management,yes,no,Network Security Administrator
74.22222222,9,6,6,no,yes,no,python,system designing,poor,poor,hacking,no,Math,Technical,yes,yes,Web Developer
79.66666667,12,6,7,no,no,yes,full stack,hacking,poor,excellent,Computer Architecture,yes,Religion-Spirituality,Technical,no,no,CRM Technical Developer
72.33333333,5,0,1,yes,no,yes,full stack,cloud computing,excellent,medium,Computer Architecture,yes,Health,Management,no,yes,E-Commerce Analyst
71.44444444,8,1,5,no,no,yes,shell programming,testing,excellent,excellent,data engineering,yes,Childrens,Management,yes,yes,Portal Administrator
77.11111111,12,4,7,no,no,yes,shell programming,web technologies,medium,poor,hacking,no,Self help,Technical,yes,yes,Quality Assurance Associate
74.66666667,9,2,8,yes,yes,yes,python,testing,excellent,poor,data engineering,yes,Horror,Technical,yes,no,Network Security Administrator
74.88888889,10,2,4,yes,yes,yes,hadoop,cloud computing,poor,excellent,Computer Architecture,no,Comics,Management,yes,yes,Network Security Engineer
70.11111111,8,6,1,yes,no,yes,full stack,data science,poor,medium,networks,no,Horror,Technical,no,yes,Technical Services/Help Desk/Tech Support
72.55555556,7,4,5,no,yes,no,r programming,system designing,medium,medium,cloud computing,no,Drama,Technical,yes,yes,Database Developer
77.22222222,6,2,1,no,yes,no,information security,database security,excellent,excellent,cloud computing,yes,Series,Technical,yes,no,Data Architect
76.11111111,10,1,3,yes,yes,no,shell programming,testing,poor,poor,IOT,no,Travel,Technical,yes,yes,Design & UX
77.44444444,5,0,5,no,no,no,machine learning,game development,medium,excellent,Management,yes,Trilogy,Technical,yes,yes,Network Security Administrator
83.33333333,11,6,9,no,yes,no,distro making,testing,poor,medium,Computer Architecture,yes,Health,Technical,no,yes,Information Technology Auditor
81.66666667,11,0,7,yes,no,yes,python,game development,medium,excellent,programming,no,Drama,Management,yes,no,Software Engineer
71.33333333,12,5,4,no,no,no,app development,testing,medium,poor,networks,yes,Drama,Management,no,yes,Business Intelligence Analyst
76.77777778,12,3,7,no,no,no,r programming,database security,excellent,medium,networks,yes,Trilogy,Technical,yes,yes,Applications Developer
75.55555556,7,5,4,yes,no,yes,r programming,database security,excellent,poor,hacking,yes,Health,Management,no,yes,Project Manager
74.44444444,8,2,6,yes,yes,no,app development,data science,poor,medium,hacking,yes,Science,Technical,no,no,Network Security Administrator
75.22222222,12,1,7,yes,no,yes,app development,data science,excellent,poor,Software Engineering,no,Satire,Technical,yes,no,CRM Business Analyst
75.22222222,12,5,6,yes,yes,no,shell programming,testing,medium,excellent,Management,no,Satire,Management,no,no,Network Engineer
72,8,0,2,no,no,no,hadoop,web technologies,medium,medium,cloud computing,no,Travel,Management,no,no,Network Engineer
75.77777778,10,3,4,yes,yes,no,information security,data science,medium,poor,hacking,no,Action and Adventure,Technical,yes,no,E-Commerce Analyst
79.66666667,10,5,4,yes,yes,no,app development,game development,poor,medium,hacking,no,Series,Management,no,no,Technical Support
72.77777778,6,2,3,yes,no,yes,r programming,database security,poor,excellent,Management,no,History,Technical,yes,no,Portal Administrator
72.66666667,7,0,3,no,yes,no,r programming,system designing,medium,medium,programming,yes,Religion-Spirituality,Technical,yes,no,Mobile Applications Developer
